# Results for CWE546 — 2025-11-22 16:32:05
[2025-11-22 16:32:06] CWE=546 | harness=CWE546_Suspicious_Comment__BUG_02_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__BUG_02_run.log
[2025-11-22 16:32:12] CWE=546 | harness=CWE546_Suspicious_Comment__FIXME_06_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__FIXME_06_run.log
[2025-11-22 16:32:12] CWE=546 | harness=CWE546_Suspicious_Comment__FIXME_16_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__FIXME_16_run.log
[2025-11-22 16:32:13] CWE=546 | harness=CWE546_Suspicious_Comment__FIXME_16_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__FIXME_16_run.log
[2025-11-22 16:32:13] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_02_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_02_run.log
[2025-11-22 16:32:14] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_02_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_02_run.log
[2025-11-22 16:32:14] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_04_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_04_run.log
[2025-11-22 16:32:15] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_04_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_04_run.log
[2025-11-22 16:32:15] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_09_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_09_run.log
[2025-11-22 16:32:16] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_09_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_09_run.log
[2025-11-22 16:32:16] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_13_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_13_run.log
[2025-11-22 16:32:16] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_13_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_13_run.log
[2025-11-22 16:32:17] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_14_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_14_run.log
[2025-11-22 16:32:17] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_14_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_14_run.log
[2025-11-22 16:32:18] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_15_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_15_run.log
[2025-11-22 16:32:18] CWE=546 | harness=CWE546_Suspicious_Comment__HACK_15_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__HACK_15_run.log
[2025-11-22 16:32:19] CWE=546 | harness=CWE546_Suspicious_Comment__LATER_02_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__LATER_02_run.log
[2025-11-22 16:32:19] CWE=546 | harness=CWE546_Suspicious_Comment__LATER_02_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__LATER_02_run.log
[2025-11-22 16:32:20] CWE=546 | harness=CWE546_Suspicious_Comment__LATER_03_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__LATER_03_run.log
[2025-11-22 16:32:20] CWE=546 | harness=CWE546_Suspicious_Comment__LATER_03_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__LATER_03_run.log
[2025-11-22 16:32:21] CWE=546 | harness=CWE546_Suspicious_Comment__LATER_18_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__LATER_18_run.log
[2025-11-22 16:32:21] CWE=546 | harness=CWE546_Suspicious_Comment__LATER_18_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__LATER_18_run.log
[2025-11-22 16:32:22] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_03_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_03_run.log
[2025-11-22 16:32:22] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_03_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_03_run.log
[2025-11-22 16:32:23] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_04_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_04_run.log
[2025-11-22 16:32:23] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_04_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_04_run.log
[2025-11-22 16:32:24] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_05_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_05_run.log
[2025-11-22 16:32:24] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_05_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_05_run.log
[2025-11-22 16:32:25] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_14_harness.c | mode=good | status=PASS | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_14_run.log
[2025-11-22 16:32:25] CWE=546 | harness=CWE546_Suspicious_Comment__TODO_14_harness.c | mode=bad | status=FAIL | asan=no | exit=0 | log=build/CWE546_Suspicious_Comment__TODO_14_run.log

================ Summary ================
GOOD: 20 / 20  (100.0%)  (clean runs expected)
BAD:  0 / 20  (0.0%)   (ASan expected)
=========================================
